Age,Gender,Country,Employment_Status,Annual_Income,Current_Savings,Retirement_Age_Goal,Risk_Tolerance,Contribution_Amount,Contribution_Frequency,Employer_Contribution,Total_Annual_Contribution,Years_Contributed,Investment_Type,Fund_Name,Annual_Return_Rate,Volatility,Fees_Percentage,Projected_Pension_Amount,Expected_Annual_Payout,Inflation_Adjusted_Payout,Years_of_Payout,Survivor_Benefits,Transaction_Amount,Transaction_Date,Suspicious_Flag,Anomaly_Score,Marital_Status,Number_of_Dependents,Education_Level,Health_Status,Life_Expectancy_Estimate,Home_Ownership_Status,Debt_Level,Monthly_Expenses,Savings_Rate,Investment_Experience_Level,Financial_Goals,Insurance_Coverage,Portfolio_Diversity_Score,Tax_Benefits_Eligibility,Government_Pension_Eligibility,Private_Pension_Eligibility,Pension_Type,Withdrawal_Strategy,Transaction_Channel,Geo_Location,Time_of_Transaction,Transaction_Pattern_Score,Previous_Fraud_Flag,Account_Age
49,Other,Canada,Part-time,147535,468570,66,Medium,268,Quarterly,857,14974,36,Mutual Fund,"Miller, Peterson and Adams",2.88,0.65,0.13,121367,69374,22263,26,Yes,7414,4/7/2025,No,0.82,Single,4,High School,Good,83,Mortgage,136854,6569,0.29,Expert,Home Purchase,Yes,0.26,Yes,Yes,Yes,Defined Benefit,Dynamic,ATM,Millerborough,9:50:15,0.52,No,7
50,Other,Canada,Full-time,125092,77050,67,Low,369,Monthly,204,2740,20,Real Estate,Gonzales-Young,5.38,3.23,0.66,515705,39418,44602,26,Yes,8957,12/10/2021,No,0.08,Widowed,1,Master's,Average,92,Own,177375,8179,0.15,Intermediate,Home Purchase,Yes,0.88,No,No,No,Defined Benefit,Fixed,ATM,East Fernando,11:25:10,0,No,12
39,Female,USA,Full-time,103508,464997,66,Medium,664,Annually,453,8298,9,Mutual Fund,Harper PLC,3.25,4.84,1.15,874822,65900,67853,28,No,3145,9/27/2020,No,0.69,Single,2,High School,Average,89,Mortgage,193732,4499,0.26,Intermediate,Home Purchase,No,0.38,Yes,Yes,Yes,Defined Benefit,Dynamic,ATM,Port Johnhaven,18:09:07,0.54,No,2
48,Female,USA,Part-time,91132,230857,68,Low,1321,Annually,813,12486,23,Mutual Fund,Hunter-Shelton,8.6,4.24,1.11,378601,30424,39266,15,Yes,7532,5/21/2022,No,0.03,Single,3,PhD,Good,86,Own,181424,9376,0.15,Intermediate,Healthcare,Yes,0.44,No,Yes,No,Defined Contribution,Bucket,Branch,Stevensbury,0:12:05,0.09,No,24
31,Male,Germany,Full-time,129934,278773,69,Medium,473,Monthly,79,19708,28,Bonds,Brown Ltd,4.47,2.68,0.93,499518,75038,57239,27,No,9928,10/16/2021,No,0.71,Single,4,Bachelor's,Good,89,Rent,92851,7283,0.17,Intermediate,Home Purchase,No,0.72,Yes,No,Yes,Defined Contribution,Fixed,Online,New Georgehaven,2:17:38,1,No,17
41,Male,Canada,Full-time,81860,123868,60,High,482,Quarterly,329,14509,24,Stocks,"Martin, Zuniga and Sloan",2.16,4.27,1.47,724348,61792,23890,28,Yes,4013,7/13/2025,No,0.65,Divorced,4,Master's,Poor,77,Rent,98715,1264,0.17,Intermediate,Legacy Planning,Yes,0.4,No,No,Yes,Defined Benefit,Fixed,Online,Port Sarah,9:07:53,0.55,No,3
26,Male,UK,Full-time,49610,122559,68,Low,1821,Monthly,941,16795,29,Mutual Fund,Guerra-Clark,11.78,2.55,0.63,672513,58465,57669,27,Yes,6232,4/16/2023,No,0.87,Married,0,Bachelor's,Good,84,Mortgage,32863,3359,0.3,Beginner,Travel,No,0.57,Yes,Yes,Yes,Defined Benefit,Dynamic,Online,Laraville,3:24:36,0.57,No,27
54,Other,USA,Self-employed,136555,417191,61,Medium,1525,Annually,154,10067,24,Stocks,Ayala Group,7.12,4.03,0.86,946198,23503,31671,16,No,8148,10/8/2021,No,0.13,Married,3,PhD,Average,94,Mortgage,16308,5288,0.23,Intermediate,Healthcare,Yes,0.21,Yes,Yes,No,Defined Benefit,Dynamic,ATM,West Karenfurt,2:37:48,0.53,No,10
49,Other,Australia,Full-time,82126,191024,65,Medium,861,Quarterly,446,6549,38,ETF,Carter LLC,5.64,3.04,0.86,897284,43968,62866,14,No,531,10/3/2023,No,0.94,Divorced,2,PhD,Poor,84,Mortgage,65965,6492,0.23,Expert,Healthcare,No,0.89,Yes,Yes,No,Defined Contribution,Dynamic,ATM,Lake Hannah,14:21:50,0.14,No,28
51,Male,Canada,Retired,134293,64972,63,High,813,Annually,636,18084,4,Real Estate,Fisher-Perez,7.14,2.7,0.41,616370,14453,24209,16,Yes,3906,12/22/2020,No,0.61,Married,1,Master's,Poor,92,Rent,173561,3221,0.29,Expert,Travel,Yes,0.57,Yes,No,No,Defined Contribution,Fixed,Online,Port Samuelburgh,22:57:56,0.67,No,11
52,Female,Australia,Unemployed,97248,197529,64,Low,437,Quarterly,992,4612,14,ETF,"Walker, Watkins and Nixon",7.37,4.52,1.39,937638,53695,26265,11,No,8638,1/27/2024,No,0.26,Single,4,PhD,Good,81,Rent,53245,1431,0.23,Beginner,Home Purchase,Yes,0.97,No,No,Yes,Defined Benefit,Dynamic,Branch,Port Jeremyton,8:55:08,0.52,No,3
26,Male,Canada,Self-employed,54622,485448,64,High,483,Quarterly,729,13911,2,Mutual Fund,Coleman-Navarro,10.88,2.64,1.27,915622,33656,68330,12,No,7945,2/14/2023,No,0.54,Widowed,2,High School,Good,86,Rent,56415,2524,0.19,Expert,Travel,Yes,0.81,No,Yes,Yes,Defined Contribution,Dynamic,Online,Summershaven,15:25:14,0.88,No,
45,Male,UK,Self-employed,79216,164915,68,Medium,1792,Monthly,619,18558,25,Stocks,"Clay, Hoffman and Schultz",3.16,2.04,0.89,139783,11523,55907,28,Yes,1964,1/26/2021,No,0.36,Married,2,Master's,Poor,78,Mortgage,146986,4515,0.2,Expert,Travel,No,0.31,No,No,Yes,Defined Contribution,Bucket,Branch,West Daisyland,1:08:47,0.14,No,14
49,Male,USA,Part-time,70798,471298,62,High,1071,Quarterly,737,5541,21,Real Estate,Mcdonald-Chambers,5.43,4.34,1.13,557854,43862,58982,18,Yes,9119,5/28/2021,No,0.35,Single,1,Master's,Average,83,Rent,3909,1212,0.1,Beginner,Healthcare,Yes,0.41,No,Yes,Yes,Defined Benefit,Fixed,ATM,Harmonhaven,10:51:38,0.58,No,21
62,Other,Germany,Part-time,129081,356182,69,High,625,Monthly,712,13384,32,Real Estate,Walton-Riley,4.93,2.52,1.37,208682,33492,12619,24,No,4684,5/9/2024,No,0.3,Married,4,Bachelor's,Good,81,Rent,65217,4972,0.13,Intermediate,Legacy Planning,No,0.18,Yes,Yes,Yes,Defined Contribution,Bucket,Branch,Lake Lauriemouth,23:21:12,0.11,No,14
